111642,511.99934659054964,511.00021966770777,293.62575346890026,199.9911103472467
111659,511.19986931810996,511.8000439335416,302.72515069378005,209.59822206944938
111667,510.239973863622,511.1600087867083,286.945030138756,188.31964441388988
111687,510.0479947727244,510.23200175734166,315.78900602775127,226.463928882778
111688,509.20959895454496,509.24640035146837,267.95780120555025,165.2927857765556
111698,508.24191979090904,509.0492800702937,315.9915602411101,228.25855715531114
111709,508.04838395818183,509.0098560140588,268.79831204822204,166.45171143106225
111723,507.2096767916364,509.00197120281183,312.15966240964445,222.89034228621247
111734,507.0419353583273,509.0003942405624,280.8319324819289,180.5780684572425
111744,507.0083870716655,509.00007884811254,298.5663864963858,205.71561369144854
111753,508.60167741433315,509.00001576962256,288.5132772992772,191.54312273828972
111765,510.52033548286664,509.0000031539246,286.5026554598555,189.50862454765797
111781,510.1040670965733,509.00000063078494,310.1005310919711,219.50172490953162
111789,510.8208134193147,511.400000126157,274.02010621839423,173.50034498190632
111801,510.9641626838629,511.0800000252314,316.40402124367887,228.3000689963813
111812,511.7928325367726,511.0160000050463,268.0808042487358,164.86001379927626
111819,511.95856650735453,511.0032000010093,315.2161608497472,227.37200275985526
111830,511.99171330147095,511.8006400002019,282.24323216994947,180.67440055197108
111842,511.9983426602942,511.9601280000404,308.4486464339899,217.73488011039424
111852,511.19966853205887,511.9920256000081,290.489729286798,193.94697602207884
111867,510.23993370641176,511.19840512000167,296.4979458573596,198.78939520441577
111875,510.04798674128233,511.03968102400034,307.2995891714719,215.75787904088315
111890,509.2095973482565,508.6079362048001,276.6599178342944,176.75157580817663
111900,508.24191946965135,508.9215872409601,319.33198356685887,233.75031516163534
111910,508.0483838939303,508.9843174481921,270.26639671337176,168.35006303232709
111919,508.0096767787861,508.9968634896385,316.45327934267436,228.87001260646542
111931,508.00193535575727,508.19937269792774,272.8906558685349,172.1740025212931
111945,508.8003870711515,508.8398745395856,300.178131173707,208.03480050425864
111955,508.16007741423033,508.96797490791715,280.8356262347414,180.80696010085174
111967,508.83201548284615,508.1935949815835,285.7671252469483,188.96139202017036
111974,509.7664030965692,508.83871899631674,280.35342504938967,180.19227840403408
111985,510.75328061931384,511.3677437992634,244.07068500987793,130.43845568080684
111997,510.9506561238628,511.0735487598527,280.8141370019756,178.08769113616137
112008,511.7901312247726,511.81470975197055,227.36282740039513,106.01753822723228
112019,511.95802624495457,511.16294195039416,281.472565480079,175.60350764544646
112034,511.99160524899094,511.03258839007884,227.49451309601582,98.32070152908929
112046,511.9983210497982,511.00651767801577,277.49890261920314,162.86414030581787
112058,511.9996642099597,511.00130353560314,239.49978052384063,104.57282806116358
112062,511.19993284199194,511.0002607071207,271.89995610476814,126.51456561223273
112074,510.2399865683984,511.00005214142413,456.77999122095366,420.5029131224466
112084,509.2479973136797,508.60001042828486,492.95599824419077,480.90058262448935
112100,509.049599462736,508.920002085657,500.9911996488382,493.7801165248979
112114,508.20991989254725,508.9840004171315,502.59823992976766,496.3560233049796
112117,508.0419839785095,508.99680008342636,503.7196479859536,497.67120466099595
112132,508.00839679570197,508.99936001668533,503.1439295971908,497.93424093219926
112146,508.80167935914045,508.99987200333715,503.8287859194382,497.9868481864399
112156,508.96033587182814,508.9999744006675,503.9657571838877,497.997369637288
112163,508.9920671743657,508.99999488013356,503.99315143677757,497.99947392745764
112176,509.79841343487317,508.99999897602675,503.9986302873556,498.7998947854916
112188,510.75968268697466,511.39999979520536,505.5997260574711,500.55997895709834
112194,510.95193653739494,511.87999995904113,506.71994521149423,501.71199579141967
112209,511.790387307479,511.97599999180824,506.14398904229887,500.3423991582839
112218,511.9580774614958,511.19519999836166,506.8287978084598,501.6684798316568
112230,511.99161549229916,511.03903999967235,506.16575956169197,501.1336959663314
112239,511.9983230984599,511.8078079999345,506.03315191233844,501.0267391932663
112255,511.199664619692,511.1615615999869,506.8066303824677,501.0053478386533
112269,511.0399329239384,511.0323123199974,506.16132607649354,501.00106956773067
112280,510.2079865847877,511.00646246399947,506.8322652152987,501.80021391354614
112287,510.04159731695756,509.40129249279994,503.76645304305976,498.76004278270926
112303,509.20831946339155,509.08025849856006,503.953290608612,498.9520085565419
112305,508.24166389267833,509.0160516997121,503.19065812172244,497.3904017113084
112316,508.0483327785357,508.2032103399425,504.6381316243445,498.67808034226175
112327,508.0096665557072,508.84064206798854,503.32762632486896,498.1356160684524
112344,508.0019333111415,508.96812841359775,503.8655252649738,498.8271232136905
112353,508.80038666222833,508.9936256827196,503.9731050529948,498.1654246427381
112364,508.96007733244574,508.99872513654395,503.994621010599,498.8330849285477
112377,508.9920154664892,508.99974502730885,503.99892420211984,498.9666169857096
112387,510.59840309329786,511.3999490054618,505.599784840424,500.59332339714194
112398,510.9196806186596,511.0799898010924,506.71995696808483,501.7186646794284
112404,511.78393612373196,511.8159979602185,506.143991393617,500.34373293588567
112416,511.95678722474645,511.1631995920437,506.8287982787234,501.66874658717717
112427,511.9913574449493,511.0326399184088,506.1657596557447,500.33374931743543
112441,512.7982714889899,511.0065279836818,506.83315193114896,501.6667498634871
112454,511.359654297798,511.80130559673637,506.1666303862298,501.13334997269743
112460,511.07193085955964,511.1602611193473,506.833326077246,501.0266699945395
112476,510.21438617191194,511.8320522238695,506.1666652154492,501.00533399890793
112487,509.24287723438243,509.56641044477396,430.03333304308984,388.2010667997816
112500,509.04857544687655,508.31328208895485,326.006666608618,230.44021335995632
